Martial Status,Sex,Year,Age,Education,Job,Skill Level,Area Type,Type of unemployment
Single,Female,2014,56,NaN,Architect,medium,Rural,Don't have a job
Widowed,Male,2011,32,Advanced,IT Developer,low,National,Don't have a job
Single,Both,2009,39,Advanced,Accountant,advanced,National,Don't have a job
Divorced of separated legally,Male,2017,64,NaN,Accountant,No skill,Rural,Don't have a job
NaN,Both,2011,15,Intermediate,Artist,advanced,Rural,Don't have a job
Married,Male,2001,53,Less than basic,Architect,medium,Rural,Don't have a job
Married,Male,2017,16,Intermediate,Car driver,NaN,Urban,Have a job
Single,Male,2021,18,Advanced,Architect,No skill,Rural,Don't have a job
Widowed,Male,2020,58,Intermediate,Doctor,No skill,Rural,Have a job
Married,Both,2002,15,NaN,IT Developer,NaN,National,Have a job
Widowed,Both,2023,39,Advanced,Architect,medium,Urban,Don't have a job
Widowed,Both,2013,27,Less than basic,Doctor,low,National,Don't have a job
NaN,Male,2018,60,Basic,Banker,No skill,Rural,Have a job
Married,Male,2015,21,NaN,Car driver,NaN,Rural,Have a job
NaN,Both,2021,45,Intermediate,Banker,No skill,Rural,Have a job
Widowed,Male,2010,23,Intermediate,Doctor,No skill,Urban,Have a job
Married,Female,2007,43,Less than basic,Accountant,advanced,Urban,Have a job
Divorced of separated legally,Male,2004,64,Basic,Doctor,NaN,Urban,Have a job
Single,Both,2020,63,Basic,Architect,low,National,Have a job
Married,Male,2012,46,Basic,Doctor,medium,Rural,Have a job
NaN,Female,2002,18,Advanced,Banker,medium,Urban,Have a job
Widowed,Female,2023,51,Less than basic,Accountant,medium,National,Don't have a job
Widowed,Male,2002,24,Advanced,Architect,advanced,Urban,Don't have a job
NaN,Female,2015,36,NaN,Doctor,advanced,Rural,Don't have a job
Married,Male,2000,55,Less than basic,Banker,advanced,Rural,Have a job
Married,Both,2012,59,NaN,Car driver,No skill,Urban,Have a job
Divorced of separated legally,Male,2022,16,NaN,Doctor,medium,Rural,Don't have a job
Married,Both,2021,49,Intermediate,Architect,No skill,Urban,Have a job
Divorced of separated legally,Male,2009,49,Advanced,Architect,low,Rural,Don't have a job
Divorced of separated legally,Female,2014,28,Less than basic,Banker,NaN,Rural,Have a job
Widowed,Both,2007,22,Intermediate,Car driver,advanced,National,Have a job
Married,Male,2023,19,Basic,Artist,NaN,National,Have a job
Single,Female,2023,39,Basic,Banker,low,Urban,Have a job
Single,Female,2013,50,Less than basic,Doctor,NaN,Rural,Don't have a job
Widowed,Both,2013,57,Intermediate,Banker,low,Rural,Don't have a job
Single,Both,2005,22,NaN,Car driver,low,Urban,Have a job
Single,Both,2020,63,Advanced,Accountant,No skill,Rural,Don't have a job
NaN,Female,2009,41,Intermediate,Banker,medium,Urban,Don't have a job
Divorced of separated legally,Both,2016,29,Less than basic,Teacher,NaN,Urban,Don't have a job
Married,Female,2006,23,Intermediate,Architect,No skill,Rural,Don't have a job
NaN,Male,2004,53,Intermediate,Accountant,No skill,National,Don't have a job
NaN,Male,2015,25,Basic,Teacher,NaN,Urban,Have a job
Widowed,Both,2015,27,Intermediate,IT Developer,No skill,Urban,Don't have a job
Married,Both,2019,45,Intermediate,Architect,low,National,Don't have a job
Single,Male,2000,39,Basic,Doctor,advanced,Rural,Don't have a job
Widowed,Both,2017,65,Basic,Accountant,NaN,Urban,Don't have a job
Divorced of separated legally,Male,2010,32,Advanced,Banker,low,Urban,Don't have a job
Single,Female,2012,40,Intermediate,Accountant,No skill,National,Don't have a job
Single,Male,2012,52,Less than basic,Doctor,medium,Urban,Have a job
Widowed,Both,2004,18,Intermediate,Doctor,medium,National,Don't have a job
Married,Both,2022,48,Advanced,Accountant,advanced,National,Have a job
Married,Male,2001,40,Less than basic,Architect,No skill,Rural,Don't have a job
NaN,Male,2021,27,Intermediate,Doctor,advanced,Urban,Don't have a job
NaN,Male,2019,63,Basic,IT Developer,No skill,Rural,Don't have a job
Married,Female,2021,30,Intermediate,Artist,medium,Urban,Don't have a job
Married,Both,2007,50,Less than basic,Architect,advanced,Rural,Have a job
Single,Male,2005,46,Advanced,IT Developer,advanced,Urban,Have a job
Single,Female,2005,49,Intermediate,Architect,low,Rural,Don't have a job
Widowed,Both,2015,43,NaN,Banker,medium,National,Don't have a job
Divorced of separated legally,Both,2009,16,Advanced,Architect,low,Urban,Don't have a job
NaN,Both,2009,61,Basic,Artist,NaN,Urban,Don't have a job
Married,Both,2022,31,Intermediate,Teacher,low,National,Have a job
Divorced of separated legally,Female,2023,27,Basic,Banker,No skill,National,Have a job
NaN,Both,2001,17,Basic,Car driver,low,Rural,Don't have a job
Married,Male,2001,37,Advanced,Doctor,advanced,Urban,Have a job
NaN,Female,2005,20,Less than basic,Car driver,No skill,Rural,Have a job
Divorced of separated legally,Male,2006,49,Advanced,Doctor,advanced,Urban,Have a job
Single,Female,2009,41,Less than basic,Artist,low,Urban,Don't have a job
Married,Male,2017,64,Basic,Architect,advanced,Rural,Have a job
NaN,Male,2005,38,NaN,Teacher,advanced,Urban,Have a job
Widowed,Female,2011,28,NaN,Doctor,medium,Rural,Have a job
Widowed,Male,2007,48,Intermediate,Banker,advanced,Rural,Don't have a job
Widowed,Both,2015,51,Advanced,Artist,NaN,Urban,Don't have a job
Married,Male,2014,23,Basic,Architect,low,National,Don't have a job
Single,Both,2004,47,NaN,Banker,NaN,Urban,Don't have a job
Divorced of separated legally,Female,2010,47,NaN,IT Developer,advanced,Rural,Don't have a job
NaN,Male,2008,31,Less than basic,Accountant,NaN,Urban,Have a job
Married,Female,2011,49,Intermediate,Banker,NaN,National,Have a job
Married,Both,2019,27,Less than basic,IT Developer,low,Rural,Don't have a job
NaN,Both,2015,33,Basic,Artist,advanced,Rural,Have a job
Widowed,Female,2002,33,Basic,Doctor,medium,Rural,Have a job
Married,Female,2016,54,NaN,Architect,NaN,Urban,Have a job
Widowed,Female,2001,27,Basic,Banker,No skill,Urban,Have a job
Widowed,Female,2005,40,Basic,Teacher,low,Rural,Don't have a job
NaN,Female,2011,32,Intermediate,Accountant,NaN,Rural,Don't have a job
NaN,Female,2008,53,Intermediate,IT Developer,advanced,Rural,Don't have a job
Married,Both,2022,31,Less than basic,Doctor,advanced,Rural,Don't have a job
Widowed,Male,2017,58,Basic,Artist,NaN,National,Have a job
Single,Both,2014,29,Intermediate,Accountant,NaN,National,Have a job
Married,Female,2021,45,NaN,Doctor,NaN,Rural,Don't have a job
Widowed,Both,2008,20,Intermediate,Teacher,No skill,National,Don't have a job
Married,Female,2013,19,Intermediate,Banker,medium,Urban,Don't have a job
Married,Male,2015,48,Less than basic,Doctor,medium,Urban,Don't have a job
Divorced of separated legally,Both,2023,21,Intermediate,Teacher,No skill,National,Don't have a job
Divorced of separated legally,Both,2011,30,NaN,Banker,NaN,Urban,Don't have a job
Married,Male,2020,51,Intermediate,Car driver,NaN,Urban,Have a job
Single,Female,2004,41,NaN,Doctor,No skill,Urban,Have a job
Divorced of separated legally,Female,2008,36,Basic,Banker,NaN,Rural,Have a job
NaN,Both,2008,21,Basic,Architect,low,Urban,Have a job
Single,Female,2014,38,Less than basic,Accountant,advanced,National,Have a job
Widowed,Both,2015,54,NaN,Doctor,medium,National,Don't have a job
Divorced of separated legally,Both,2017,31,Intermediate,Architect,No skill,Urban,Have a job
NaN,Male,2000,19,Less than basic,Doctor,advanced,Urban,Don't have a job
Single,Male,2019,52,Advanced,Accountant,No skill,Rural,Don't have a job
Divorced of separated legally,Female,2010,28,Basic,IT Developer,low,National,Don't have a job
Single,Female,2005,55,NaN,Teacher,low,National,Don't have a job
NaN,Female,2014,27,Less than basic,Doctor,advanced,National,Have a job
Widowed,Both,2022,59,Advanced,Teacher,low,Rural,Have a job
Single,Male,2004,39,Intermediate,Doctor,low,Rural,Have a job
Divorced of separated legally,Both,2018,46,Intermediate,Artist,low,Urban,Don't have a job
Widowed,Male,2020,22,Less than basic,Teacher,advanced,Rural,Have a job
Single,Male,2014,52,Less than basic,Banker,advanced,National,Have a job
NaN,Both,2016,23,Advanced,Artist,medium,National,Have a job
NaN,Male,2020,36,Less than basic,Doctor,No skill,Urban,Have a job
Widowed,Female,2021,15,Basic,Car driver,low,National,Don't have a job
Divorced of separated legally,Both,2021,27,NaN,Banker,No skill,Rural,Have a job
NaN,Female,2022,16,Intermediate,Car driver,low,National,Have a job
Widowed,Both,2007,29,Intermediate,Banker,NaN,Rural,Don't have a job
Divorced of separated legally,Both,2023,63,NaN,Doctor,medium,Rural,Don't have a job
Divorced of separated legally,Female,2001,36,Intermediate,Accountant,No skill,National,Don't have a job
NaN,Female,2012,19,Intermediate,Doctor,No skill,Rural,Have a job
Single,Female,2015,58,Basic,IT Developer,medium,Urban,Don't have a job
Single,Both,2019,24,Basic,Artist,No skill,Urban,Don't have a job
Married,Male,2000,28,Advanced,Doctor,advanced,Urban,Have a job
Widowed,Male,2006,27,Advanced,Teacher,low,Rural,Have a job
Widowed,Female,2016,61,NaN,IT Developer,advanced,National,Don't have a job
Married,Male,2001,39,Intermediate,IT Developer,medium,National,Have a job
Married,Both,2010,44,Basic,IT Developer,No skill,National,Have a job
Single,Female,2000,20,Advanced,Banker,NaN,Rural,Have a job
Divorced of separated legally,Both,2008,39,Basic,Doctor,medium,Urban,Have a job
Married,Male,2023,19,Advanced,Banker,NaN,Rural,Don't have a job
Single,Both,2008,50,Basic,Architect,advanced,Urban,Have a job
Widowed,Male,2022,22,NaN,Architect,advanced,Rural,Have a job
Divorced of separated legally,Male,2009,53,Basic,Artist,No skill,Rural,Have a job
NaN,Female,2007,32,Advanced,Artist,No skill,National,Don't have a job
NaN,Male,2004,31,Less than basic,Banker,NaN,Rural,Have a job
Divorced of separated legally,Female,2004,25,Less than basic,Banker,No skill,National,Don't have a job
NaN,Male,2006,58,Advanced,Car driver,low,National,Don't have a job
NaN,Female,2003,25,NaN,Accountant,medium,National,Don't have a job
NaN,Male,2012,27,Intermediate,IT Developer,NaN,Rural,Have a job
Married,Male,2003,27,Intermediate,Architect,medium,Urban,Have a job
Divorced of separated legally,Both,2005,17,Less than basic,IT Developer,NaN,National,Don't have a job
Widowed,Male,2018,55,Basic,Doctor,low,Rural,Have a job
Divorced of separated legally,Both,2017,62,Basic,Architect,advanced,Rural,Have a job
Divorced of separated legally,Male,2021,27,NaN,Banker,medium,National,Have a job
Divorced of separated legally,Male,2000,28,Advanced,Architect,NaN,Rural,Don't have a job
Divorced of separated legally,Male,2003,56,Intermediate,Banker,advanced,Urban,Have a job
Single,Male,2009,25,NaN,IT Developer,NaN,Urban,Have a job
NaN,Both,2009,60,Less than basic,Banker,medium,Rural,Have a job
NaN,Male,2004,58,Basic,Car driver,low,Rural,Don't have a job
Widowed,Male,2002,32,Intermediate,IT Developer,advanced,Urban,Have a job
Widowed,Male,2013,47,Intermediate,Accountant,medium,National,Have a job
Single,Both,2006,19,Basic,IT Developer,No skill,National,Don't have a job
Divorced of separated legally,Female,2008,21,Advanced,Accountant,No skill,Rural,Have a job
Married,Male,2009,39,Basic,Teacher,low,Rural,Have a job
Single,Both,2004,32,NaN,IT Developer,medium,National,Have a job
Single,Female,2011,32,Less than basic,Teacher,low,Rural,Don't have a job
Divorced of separated legally,Male,2003,18,Advanced,Accountant,medium,Urban,Have a job
NaN,Female,2017,51,Intermediate,IT Developer,low,Urban,Have a job
Single,Female,2001,49,Basic,Car driver,NaN,Urban,Have a job
Married,Female,2006,40,Advanced,Banker,low,Rural,Don't have a job
Divorced of separated legally,Female,2023,44,Less than basic,Doctor,low,Urban,Have a job
NaN,Female,2022,54,Less than basic,Teacher,medium,Urban,Have a job
Single,Male,2008,27,Less than basic,Doctor,medium,Rural,Have a job
NaN,Female,2005,42,Advanced,Accountant,advanced,Urban,Don't have a job
Married,Female,2002,25,NaN,Teacher,NaN,Rural,Don't have a job
Married,Both,2016,54,Basic,IT Developer,medium,National,Have a job
Divorced of separated legally,Male,2000,65,Basic,Artist,advanced,Rural,Have a job
Married,Male,2015,42,NaN,Accountant,No skill,Urban,Have a job
NaN,Male,2018,51,Less than basic,Teacher,NaN,National,Have a job
Divorced of separated legally,Both,2005,23,Less than basic,Teacher,medium,Rural,Don't have a job
Divorced of separated legally,Both,2021,24,Less than basic,IT Developer,advanced,Rural,Don't have a job
Widowed,Male,2003,16,NaN,Banker,advanced,Rural,Don't have a job
Married,Both,2020,36,Advanced,Banker,advanced,Rural,Have a job
Widowed,Female,2004,40,NaN,Accountant,low,National,Don't have a job
NaN,Male,2019,37,Less than basic,Banker,medium,Rural,Don't have a job
Married,Female,2012,37,Advanced,IT Developer,medium,National,Don't have a job
Divorced of separated legally,Male,2008,35,Advanced,Artist,No skill,Rural,Have a job
Divorced of separated legally,Both,2019,46,NaN,Doctor,advanced,National,Don't have a job
Married,Female,2000,36,Basic,Architect,No skill,National,Have a job
Married,Male,2001,46,Basic,IT Developer,medium,Rural,Don't have a job
Single,Both,2001,25,Basic,IT Developer,NaN,Urban,Have a job
Married,Female,2000,30,Less than basic,Banker,low,National,Don't have a job
Single,Both,2022,41,Advanced,Banker,NaN,Urban,Don't have a job
Widowed,Male,2010,42,Basic,Teacher,NaN,Rural,Have a job
Married,Female,2003,43,Basic,IT Developer,No skill,Rural,Have a job
Divorced of separated legally,Both,2006,46,Advanced,Banker,medium,Rural,Have a job
Widowed,Both,2001,45,Basic,Teacher,No skill,National,Have a job
NaN,Male,2022,51,Less than basic,Teacher,NaN,Urban,Don't have a job
NaN,Male,2023,45,Intermediate,Doctor,No skill,Urban,Have a job
Married,Male,2022,17,NaN,IT Developer,NaN,Urban,Have a job
Single,Female,2006,63,NaN,IT Developer,advanced,Urban,Don't have a job
Widowed,Male,2010,43,Intermediate,Architect,NaN,Rural,Have a job
Single,Male,2012,15,Intermediate,Architect,low,National,Have a job
Divorced of separated legally,Both,2000,40,Basic,Doctor,low,Rural,Have a job
Widowed,Male,2010,29,NaN,Doctor,advanced,Urban,Have a job
Single,Male,2007,48,NaN,Banker,low,Rural,Don't have a job
Widowed,Both,2007,15,Less than basic,Teacher,low,Urban,Have a job
NaN,Male,2020,33,Basic,Architect,low,Rural,Have a job
Single,Female,2017,30,Basic,IT Developer,No skill,Rural,Have a job
Single,Female,2004,26,Less than basic,Banker,No skill,National,Have a job
NaN,Both,2003,28,Advanced,Architect,medium,National,Have a job
Single,Male,2005,65,Advanced,Car driver,low,Rural,Don't have a job
Married,Male,2022,51,Advanced,Artist,advanced,Urban,Don't have a job
Widowed,Both,2020,44,NaN,Teacher,No skill,Urban,Don't have a job
NaN,Male,2019,23,Advanced,Artist,No skill,Urban,Have a job
Divorced of separated legally,Female,2004,21,Less than basic,Banker,No skill,Urban,Don't have a job
Married,Female,2008,30,Basic,Accountant,NaN,Rural,Have a job
Divorced of separated legally,Both,2017,37,Intermediate,Teacher,low,Rural,Have a job
Married,Male,2022,25,Advanced,Teacher,advanced,National,Have a job
Divorced of separated legally,Both,2000,56,Less than basic,Teacher,NaN,National,Don't have a job
Married,Female,2005,62,Intermediate,Banker,No skill,National,Have a job
Married,Female,2019,18,Less than basic,Doctor,low,Rural,Don't have a job
Married,Female,2007,16,Basic,Banker,medium,National,Don't have a job
Divorced of separated legally,Female,2002,41,Advanced,Artist,No skill,Urban,Don't have a job
Widowed,Female,2008,60,Basic,IT Developer,NaN,Urban,Don't have a job
Married,Both,2014,60,Intermediate,Artist,low,National,Don't have a job
Married,Female,2000,22,Advanced,Architect,NaN,Rural,Don't have a job
Divorced of separated legally,Both,2018,35,NaN,Car driver,medium,National,Don't have a job
Divorced of separated legally,Both,2015,28,NaN,Architect,low,Urban,Don't have a job
Widowed,Female,2023,52,NaN,IT Developer,medium,Rural,Have a job
Married,Male,2017,31,Intermediate,IT Developer,medium,National,Don't have a job
Single,Female,2019,17,Basic,Architect,No skill,Rural,Have a job
NaN,Female,2016,28,NaN,Banker,medium,National,Don't have a job
Widowed,Male,2018,44,Less than basic,Teacher,low,National,Don't have a job
Divorced of separated legally,Female,2003,50,NaN,Car driver,No skill,Rural,Don't have a job
Divorced of separated legally,Male,2001,46,Basic,Accountant,NaN,Urban,Have a job
Widowed,Female,2005,35,Advanced,Accountant,low,Urban,Don't have a job
Single,Both,2004,15,Basic,IT Developer,low,Urban,Don't have a job
Married,Female,2012,39,Advanced,Doctor,advanced,Urban,Have a job
Divorced of separated legally,Male,2007,38,Less than basic,Accountant,advanced,Urban,Have a job
Divorced of separated legally,Both,2023,49,Advanced,Accountant,advanced,Rural,Have a job
Married,Female,2006,24,Intermediate,Architect,No skill,Rural,Don't have a job
Divorced of separated legally,Both,2001,19,Advanced,Accountant,No skill,National,Don't have a job
